tool|type|value|source
OmniPage|description|"A software tool capable of performing Optical Character Recognition (OCR) upon a set of images. It achieves the task by analysing pixel sets and in an image and cross-matching them to a dictionary of words. Omnipage automates large sections of the digitisation process enabling physical objects to be scanned, processed using the OCR software and exported to a document file format. Later versions of the software incorporate image enhancement features to improve scan quality (and recognition results) and better support for complex page layouts and forms.

Features:
Integration with scanning software

Maintain layout of captured document"|BambooDirt
OmniPage|description|A software tool capable of performing Optical Character Recognition (OCR) upon a set of images. It achieves the task by analysing pixel sets and in an image and cross-matching them to a dictionary of words. Omnipage automates large sections of the digitisation process enabling physical objects to be scanned, processed using the OCR software and exported to a document file format. Later versions of the software incorporate image enhancement features to improve scan quality (and recognition results) and better support for complex page layouts and forms.|ArtsHumanities
OmniPage|license|commercial|TERESAH
OmniPage|keyword|creation|TERESAH
OmniPage|url|http://www.nuance.co.uk/for-individuals/by-product/omnipage/index.htm|TERESAH
OmniPage|keyword|image|TERESAH
OmniPage|keyword|Microsoft Excel|TERESAH
OmniPage|keyword|Microsoft Word document|TERESAH
OmniPage|creator|Nuance Communications|TERESAH
OmniPage|creator|Nuance Communications Inc.|TERESAH
OmniPage|keyword|OCR|TERESAH
OmniPage|keyword|optical character recognition|TERESAH
OmniPage|operating-system|osX|TERESAH
OmniPage|keyword|Paid|TERESAH
OmniPage|license|Proprietary|TERESAH
OmniPage|keyword|scan|TERESAH
OmniPage|keyword|text|TERESAH
OmniPage|keyword|text recognition|TERESAH
OmniPage|operating-system|Windows|TERESAH
OneNote|application-category|Annotating|TERESAH
OneNote|url|http://office.microsoft.com/en-us/onenote/|TERESAH
OneNote|creator|Microsoft|TERESAH
OneNote|description|Microsoft OneNote is a digital notebook that allows you to gather notes and information in a central environment, and search across your shared notebooks to better manage information and work with others.|BambooDirt
OneNote|keyword|notetaking|TERESAH
OneNote|keyword|Paid|TERESAH
OneNote|operating-system|Windows|TERESAH
OpenETD|license|GNU GPL v3|TERESAH
OpenETD|url|http://rucore.libraries.rutgers.edu/open/projects/openetd/|TERESAH
OpenETD|operating-system|Linux|TERESAH
OpenETD|description|OpenETD is an open source, web-based software application for managing the submission, approval, and distribution of electronic theses and dissertations (ETDs).|BambooDirt
OpenETD|application-category|Publishing|TERESAH
OpenETD|creator|Rutgers University|TERESAH
OpenSocial|keyword|Active|TERESAH
OpenSocial|creator|Google|TERESAH
OpenSocial|url|http://docs.opensocial.org/|TERESAH
OpenSocial|description|OpenSocial provides a set of shared APIs that allow applications to work across multiple social networks, including LinkedIn, Ning, and MySpace.|BambooDirt
OpenSocial|keyword|social networking|TERESAH
OpenSocial|application-category|2_Creation|TERESAH
OpenSocial|operating-system|Web|TERESAH
OpenZoom|creator|Daniel Gasienica|TERESAH
OpenZoom|license|GNU LGPL|TERESAH
OpenZoom|url|http://www.openzoom.org/|TERESAH
OpenZoom|keyword|images|TERESAH
OpenZoom|is-used-for|Mapping|TERESAH
OpenZoom|description|The OpenZoom SDK is a free and open source toolkit for Flash for developing Zoomable User Interfaces (ZUIs) for high-resolution images.|BambooDirt
OpenZoom|operating-system|Web|TERESAH
Oracle Database|keyword|Active|TERESAH
Oracle Database|application-category|6_Storage|TERESAH
Oracle Database|url|http://www.oracle.com/us/products/database/overview/index.html|TERESAH
Oracle Database|operating-system|Linux|TERESAH
Oracle Database|creator|Oracle|TERESAH
Oracle Database|description|"Oracle Database is a powerful and extensive relational database management system (RDBMS). There are restrictions on the free version of the software.

Features:
Supports symmetric multiprocessing (SMP)

Stores data logically in the form of tablespaces and physically in the form of datafiles

Transportable tablespaces

Advanced Queuing (AQ)

64-bit database

Data Mining Option"|BambooDirt
Oracle Database|keyword|Paid|TERESAH
Oracle Database|license|Proprietary|TERESAH
Oracle Database|keyword|query language|TERESAH
OS Open Data|keyword|Active development|TERESAH
OS Open Data|keyword|Beginner|TERESAH
OS Open Data|keyword|Both|TERESAH
OS Open Data|description|Provides up-to-date and accurate maps and geographic data. There are a range of map types including Boundary-Line, 1:250 000 Scale Raster, and street view. All products are free to view, download and order.|HistoryOnline
OS Open Data|keyword|Single purpose|TERESAH
OS Open Data|application-category|Visualization|TERESAH
OxCal|description|A software application that enables a user to perform radiocarbon calibration and analysis of archaeological and environmental chronological information. It may be used to calculate the probable age ranges of scientifically dated samples through radiocarbon calibration, sapwood estimates and other methods. It is possible to establish age by measuring the rate of decay of the radioactive isotope 14C - a naturally occurring ubiquitous entity found in all life-forms.|ArtsHumanities
OxCal|keyword|analysis|TERESAH
OxCal|keyword|CALIB 14c|TERESAH
OxCal|keyword|concordance|TERESAH
OxCal|license|Freeware|TERESAH
OxCal|keyword|Groningen (.dta) import format|TERESAH
OxCal|creator|Oxford Radiocarbon Accelerator Unit, University of Oxford|TERESAH
OxCal|keyword|text analysis|TERESAH
OxCal|operating-system|Web|TERESAH
OxCal|keyword|web concordance|TERESAH
OxCal|keyword|word list|TERESAH
OxCal|keyword|word usage|TERESAH
oXygen XML editor|description|"A cross-platform XML editor that may be used to create and validate XML documents and associated schema. It fully supports XSL (both XSLT and FO), DTD, Schema (Relax RNG and W3C), Database, XQuery and CSS.
Frequently updated and supported, and with a very large set of features, this software tool has proved popular with digital humanists."|BambooDirt
oXygen XML editor|description|A cross-platform XML editor that may be used to create and validate XML documents and associated schema. It fully supports XSL (both XSLT and FO), DTD, Schema (Relax RNG and W3C), Database, XQuery, XHTML and CSS.|ArtsHumanities
oXygen XML editor|keyword|Active development|TERESAH
oXygen XML editor|keyword|Beginner|TERESAH
oXygen XML editor|license|commercial|TERESAH
oXygen XML editor|operating-system|Cross-platform|TERESAH
oXygen XML editor|standard|CSS|TERESAH
oXygen XML editor|standard|Document Type Definition (DTD)|TERESAH
oXygen XML editor|keyword|from $64 for single academic licence|TERESAH
oXygen XML editor|url|http://www.oxygenxml.com/|TERESAH
oXygen XML editor|operating-system|Linux|TERESAH
oXygen XML editor|keyword|Offline|TERESAH
oXygen XML editor|keyword|Paid|TERESAH
oXygen XML editor|keyword|Parsing|TERESAH
oXygen XML editor|license|Proprietary|TERESAH
oXygen XML editor|keyword|Schema|TERESAH
oXygen XML editor|keyword|Schematron development|TERESAH
oXygen XML editor|keyword|Searching and querying|TERESAH
oXygen XML editor|application-category|Editing|TERESAH
oXygen XML editor|application-category|Annotating|TERESAH
oXygen XML editor|keyword|Single purpose|TERESAH
oXygen XML editor|keyword|structuring|TERESAH
oXygen XML editor|creator|SyncRO Soft Ltd|TERESAH
oXygen XML editor|keyword|text encoding|TERESAH
oXygen XML editor|keyword|Text encoding - descriptive|TERESAH
oXygen XML editor|keyword|Text encoding - presentational|TERESAH
oXygen XML editor|keyword|Text encoding - referential|TERESAH
oXygen XML editor|description|This XML editor offers tools for XML document authoring and validation, creation and debugging of schemas, and XSL technologies such as XSLT, as well as JSON, among other featues. oXygen comes with build-in support for common markup standards such as TEI and DocBOok. Single academic licences start at $64 at the time of writing. A 30-day free trial is available.|HistoryOnline
oXygen XML editor|application-category|Web development|TERESAH
oXygen XML editor|standard|XHTML|TERESAH
oXygen XML editor|standard|XML|TERESAH
oXygen XML editor|keyword|XML Path Language (XPath)|TERESAH
oXygen XML editor|keyword|XQuery|TERESAH
oXygen XML editor|standard|XSLT|TERESAH
pachyderm|application-category|2_Creation|TERESAH
pachyderm|url|http://pachyderm.nmc.org/about/|TERESAH
pachyderm|description|Pachyderm allows users to upload multimedia (images, audio, video) and publish them online using pre-defined templates or download them for use on their own website, or on a CD or DVD.|BambooDirt
pachyderm|operating-system|Web|TERESAH
pachyderm|keyword|web development|TERESAH
Painter|creator|Corel|TERESAH
Painter|description|Corel Paint is design software with a focus on drawing, including a variety of tools and brushes.|BambooDirt
Painter|url|http://www.corel.com/corel/product/index.jsp?pid=prod5090087&cid=catalog20038&se...|TERESAH
Painter|research-object|Images|TERESAH
Painter|keyword|images|TERESAH
Painter|operating-system|osX|TERESAH
Painter|keyword|Paid|TERESAH
PAIR (Pairwise Alignment for Intertextual Relations)|keyword|algorithm|TERESAH
PAIR (Pairwise Alignment for Intertextual Relations)|creator|ARTFL|TERESAH
PAIR (Pairwise Alignment for Intertextual Relations)|license|GNU GPL|TERESAH
PAIR (Pairwise Alignment for Intertextual Relations)|url|http://code.google.com/p/text-pair/|TERESAH
PAIR (Pairwise Alignment for Intertextual Relations)|description|"PAIR is a sequence alignment algorithm for humanities text analysis designed to identify ""similar passages"" in large collections of texts. In addition to a Philologic add-on, PAIR is available as Text::Pair, a generalized Perl module that supports one-against-many comparisons. A corpus is indexed and incoming texts are compared against the entire corpus for text reuse."|BambooDirt
PAIR (Pairwise Alignment for Intertextual Relations)|application-category|4_Analysis|TERESAH
PAIR (Pairwise Alignment for Intertextual Relations)|operating-system|Web|TERESAH
PaperCritic|keyword|Active|TERESAH
PaperCritic|url|http://www.papercritic.com/|TERESAH
PaperCritic|keyword|Mendeley|TERESAH
PaperCritic|description|Open peer review tool for items in Mendeley.|BambooDirt
PaperCritic|keyword|peer to peer review|TERESAH
PaperCritic|application-category|Publishing|TERESAH
PaperCritic|operating-system|Web|TERESAH
PaperCritic|creator|WebScio|TERESAH
Papers|keyword|citation management|TERESAH
Papers|url|http://www.papersapp.com/papers/iphone/|TERESAH
Papers|operating-system|iOS|TERESAH
Papers|creator|Mekentosj|TERESAH
Papers|application-category|Organizing|TERESAH
Papers|application-category|Sharing|TERESAH
Papers|keyword|Paid|TERESAH
Papers|description|Software for searching for research materials and organizing them. Also supports scanning documents within Papers, sharing research, automatically grabbing metadata, sharing articles, etc.|BambooDirt
Papyrological Navigator (PN)|creator|Ben Armentor, Hugh Cayless|TERESAH
Papyrological Navigator (PN)|description|Customised search engine capable of retrieving information from multiple related sites. The Papyrological Navigator currently retrieves and displays information from the Advanced Papyrological Information System (APIS), the Duke Databank of Documentary Papyri (DDbDP) and the Heidelberger Gesamtverzeichnis (HGV).|ArtsHumanities
Papyrological Navigator (PN)|standard|EpiDoc|TERESAH
Papyrological Navigator (PN)|keyword|epigraphy|TERESAH
Papyrological Navigator (PN)|license|GNU GPL|TERESAH
Papyrological Navigator (PN)|operating-system|Linux|TERESAH
Papyrological Navigator (PN)|operating-system|osX|TERESAH
Papyrological Navigator (PN)|keyword|Papyrology|TERESAH
Papyrological Navigator (PN)|application-category|Publishing|TERESAH
Papyrological Navigator (PN)|keyword|structuring|TERESAH
Papyrological Navigator (PN)|standard|TEI|TERESAH
Papyrological Navigator (PN)|keyword|text encoding|TERESAH
Papyrological Navigator (PN)|keyword|Text encoding - descriptive|TERESAH
Papyrological Navigator (PN)|keyword|Text encoding - presentational|TERESAH
Papyrological Navigator (PN)|keyword|Text encoding - referential|TERESAH
Papyrological Navigator (PN)|operating-system|Windows|TERESAH
Papyrological Navigator (PN)|standard|XML|TERESAH
Participad|keyword|Active|TERESAH
Participad|license|GNU GPL v3|TERESAH
Participad|url|http://participad.org/|TERESAH
Participad|description|"Participad is a WordPress plugin that allows multiple people to edit the same WP content at the same time. Powered by Etherpad Lite, Participad gives you: notepads, for collaborative notetaking; ynchronous authoring of any content in the WordPress Dashboard; front-end editing."|BambooDirt
Participad|creator|Roy Rosenzweig Center for History and New Media.|TERESAH
Participad|operating-system|Web|TERESAH
Participad|application-category|Writing|TERESAH
